RÚgIE_ENTR;PROJET_O_N;DOM_PUBLIC;DOSSIER;O_N;NOM;CANTON;SS_QUARTIE;QUARTIER;QUARTIER0;SECTEUR;LIBSECTEUR;CAT?GORIE;LIBCATÚgOR;DATE_CR?AT;ADRESSE;PELOUSES;FLEURS;ARBUSTES;JEUX;ALL?ES;FRICHE;JARDINIERE;HAIES_LONG;WC_O_N;D?POT_JARD;ECLAIRAGE_;V?G?TAUX;BORNE_FONT;BASSINS_FO;DATE_MODIF;COORDONN?E;N_GEST;_LIBGESTI;N_MOEUVRE;_1_LIBGES;DATE_FICHE;GROUPE_ENT;LIBGROUPE;EAU_SURFAC;ROSIERS_SU;FEUILLUS_U;CONIFERE_U;PRAIRIE;PALMIERS_Q;BOISEMENT;XCOORD;YCOORD;ALLÚeS_NON;VIVACES;PROPRIÚt?;LIBPROPRI;UNIFIÚe;LIBTYPOLOG;SEV;NON_SEV;TOTALE;ARBRES;HORTICOLE;HISTORIQUE;ECOLOGIE;ACTIVIT?;COMPOSITIO;ZONE;CL¶tURÚ_O_;FERMETURE;LIBFERMETU;HANDICAPÚs;HANDICAP0;LIBEVOLUTI;ACCESSIBIL;MODIFICATI;TRAML1;BUS;MSEC;BALAYAGESE;NOMCOURT;LONGITUDE;LATITUDE
Non;Non;19931101;700;Non;Ilot av LodÞve rue d'Alco;7;6;Les CÚvennes;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19931101;Ave de LodÞve/rue d'Alco;0;0;160;0;0;0;0;0;Non;Non;Non;;0;0;35076;F10;1;SEV;1;SEV;34261;2;Normal;0;0;0;0;0;0;0;721715,6941;146992,9457;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;160;0;160;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;15 - CitÚ des cadres (127 m);0;Non;Ilot Frio;3,84454;43,612846
Non;Non;19940115;701;Non;Treillages plantÚs Salengro;1;15;Figuerolles;Centre;B;Peyrou;Ab.voi;Abords de voirie;19940115;Place Roger Salengro;0;0;26;0;0;0;0;0;Non;Non;Non;;0;0;34736;J8;1;SEV;1;SEV;34269;2;Normal;0;0;0;0;0;0;0;723621,2264;145885,3616;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;26;0;26;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39898;;7 - Berthelot (91 m);0;Non;Treillages Renouvier;3,867045;43,607439
Oui;Non;19940110;721;Non;Ilot rue Jacques Bounin/AngoulÛme;6;11;Croix d'Argent;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19940110;rue Jacques Bounin;0;0;12;0;0;0;0;0;Non;Non;Non;;0;0;35076;j5;1;SEV;50;Sariviere;34407;2;Normal;0;0;0;0;0;0;0;723433,0905;144323,2034;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;12;0;12;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Villeneuve d'AngoulÛme (51 m);5 - Trifontaine (40 m);0;Non;R BouninXAngoulÛme;3,865198;43,588534
Non;Non;19931115;726;Non;Chemin de Poutingon;6;11;Croix d'Argent;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19931115;rue de Poutingon;0;0;0;0;0;0;0;0;Non;Non;Non;65 oliviers, 1 amandier;0;0;34451;H5;1;SEV;1;SEV;34407;3;Rustique;0;0;66;0;800;0;0;722598,0407;144171,1182;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;800;0;800;66;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;5 - Trencavel (159 m);0;Non;Chemin de Poutingon;3,854826;43,587304
Oui;Non;19930615;727;Non;Ilot route de Toulouse;7;9;Estanove;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19930615;route de Toulouse;0;0;8;0;0;0;0;0;Non;Non;Non;1 pin pignon;0;0;34452;i6;1;SEV;50;Sariviere;34407;2;Normal;0;0;0;1;0;0;0;722936,7903;144824,3385;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;8;0;8;1;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;6 - Ronceray (62 m);0;Non;Rte de Toulouse;3,859169;43,593127
Non;Non;19760615;729;Non;Ilot des Cigognes;4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19760615;rue des Cigognes;0;0;5;0;0;0;0;0;Non;Non;Non;;0;0;34451;O11;1;SEV;1;SEV;34407;2;Normal;0;0;0;0;0;0;0;726350,2472;147309,6235;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;5;0;5;0;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;9 - Saint-Jean (71 m);0;Non;Ilot Cigognes;3,90202;43,614918
Non;Non;19940315;731;Non;Angle Muriers/rue des libellules;3;28;Les Beaux Arts;Centre;E;Verdanson;Ab.voi;Abords de voirie;;rue des libellules;0;0;30;0;0;0;0;0;Non;Non;Non;40 muriers;0;0;34451;K13;1;SEV;1;SEV;34408;2;Normal;0;0;40;0;0;0;0;724409,5051;148403,2288;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;30;0;30;40;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Aiguelongue (368 m);La Ronde - Sainte-Catherine (168 m);0;Non;Rue des libellules;3,878235;43,625089
Oui;Non;19920615;732;Non;Rue de Chen D¹;8;8;Pas du Loup;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19920615;rue de Chen  D¹;0;0;0;0;0;0;0;0;Non;Non;Non;alignement de micocouliers;0;0;34457;F6;1;SEV;50;Sariviere;34439;3;Rustique;0;0;0;0;500;0;0;721380,2026;144990,0872;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;500;0;500;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;11 - Bagatelle (60 m);0;Non;Rue de Chen D¹;3,839932;43,594876
Non;Non;19910615;733;Non;Ilots rue tour Gayraud;7;15;Figuerolles;Centre;B;Peyrou;Ab.voi;Abords de voirie;19910615;angle r. tour Gayraud/impasse du Vercors;0;0;190;0;0;0;0;0;Non;Non;Non;;0;0;34445;i9;1;SEV;1;SEV;34439;2;Normal;0;0;0;0;0;0;0;723111,7882;146408,6735;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;190;0;190;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39374;;11 - Figuerolles (171 m);0;Non;Tour Gayraud;3,861699;43,607356
Non;Non;19940315;734;Non;La Fontaine/abords  LibertÚ;10;3;Celleneuve;La Mosson;G;Mosson;Ab.voi;Abords de voirie;19940315;avenue de la LibertÚ;0;0;0;0;0;0;0;0;Non;Non;Non;300 pins, 240 feuillus;0;0;34452;C10;1;SEV;1;SEV;34439;3;Rustique;0;0;240;300;0;0;4047;720153,5359;146918,0067;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;4047;0;4047;540;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39587;;7 - GrÞzes (247 m);0;Non;La Fontaine LibertÚ;3,825173;43,612427
Non;Non;19940115;735;Non;Ilots rue Bernard Lecache;7;15;Figuerolles;Centre;B;Peyrou;Ab.voi;Abords de voirie;19940115;rue Bernard Lecache;567;62;0;0;0;0;0;0;Non;Non;Non;14 pins d'Alep;0;0;35102;i9;1;SEV;1;SEV;34439;2;Normal;0;0;0;14;0;0;0;723113,3647;146508,1017;0;354;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;983;0;983;14;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39374;;15 - Delmas (207 m);0;Non;Rue Lecache;3,861743;43,608384
Oui;Non;19920615;736;Non;Ilot avenue de l'Occitanie (IUT);2;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19920615;avenue de l'Occitanie;0;0;120;0;0;0;0;0;Non;Non;Oui;;0;0;34451;G15;1;SEV;25;Clanet;34439;2;Normal;0;0;0;0;0;0;0;722120,4489;149414,2225;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;120;0;120;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Occitanie (126 m);16 - Occitanie (364 m);0;Non;Av Occitanie;3,850104;43,63457
Oui;Non;19930615;737;Non;Ilots rue Proby / Poste;2;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19930615;rue Proby;0;0;0;0;0;0;0;31;Non;Non;Oui;peupliers;0;0;34451;H14;1;SEV;25;Clanet;34439;2;Normal;0;0;32;0;1000;0;0;722722,1683;149189,6156;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1000;0;1000;32;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - H¶pital Lapeyronie (376 m);La Navette - EugÞne Bataillon (223 m);0;Non;Rue Proby Poste;3,85751;43,632449
Non;Non;19940322;742;Non;Ilot ave d'AngoulÛme/Berthelot;1;10;Lemasson;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19940322;ave d'AngoulÛme;0;0;90;0;78;0;0;0;Non;Non;Non;1 pin pignon, 3 cyprÞs verts;0;0;34452;K7;1;SEV;1;SEV;34452;2;Normal;0;0;0;4;0;0;0;724077,2719;145524,8555;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;168;0;168;4;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Nouveau Saint-Roch (172 m);5 - OrchidÚes (62 m);0;Non;av d'AngoulÛme Berth;3,873453;43,599241
Oui;Non;19931015;744;Non;Ave Recambale / Ecole la Martelle;10;4;La Martelle;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19931015;ave de la Recambale;0;0;833;0;0;0;0;0;Non;Non;Oui;Sumac, ailanthe, peuplier blanc, charme, 7 pins, 1 cÞdre bleu;0;0;34862;E9;1;SEV;47;UPEE7;34465;3;Rustique;0;0;4;8;0;0;0;721184,8146;146499,3781;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;833;0;833;12;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;La Ronde - La Colline (145 m);0;Non;Av Recambale Martell;3,837854;43,608491
Non;Non;19800615;745;Non;Parking Úcole Dr Roux;7;15;Figuerolles;Centre;B;Peyrou;Ab.voi;Abords de voirie;19800615;rue du faubourg Figuerolles;0;0;65;0;0;0;0;65;Non;Non;Non;9 sophoras, 1 figuier;0;0;34478;i9;1;SEV;1;SEV;34478;3;Rustique;0;0;10;0;0;0;0;723176,6372;146265,417;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;65;0;65;10;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39374;;11 - Anterrieu (60 m);0;Non;Park Úcole Dr Roux;3,862469;43,606056
Non;Non;19940515;746;Non;Ilots rues LittrÚ et P. Larousse;3;19;Boutonnet;Centre;E;Verdanson;Ab.voi;Abords de voirie;19940515;Rue LittrÚ/ rue Larousse;0;0;120;0;0;0;0;0;Non;Non;Non;;0;0;34478;K13;1;SEV;1;SEV;34478;2;Normal;0;0;0;0;0;0;0;724301,9839;148385,9918;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;120;0;120;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Aiguelongue (476 m);La Ronde - Sainte-Catherine (200 m);0;Non;Rue LittrÚ;3,876897;43,624952
Non;Non;19940515;748;Non;Parking paysager rue A. Juin;4;26;La Pompignane;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19940515;rue Alphonse Juin;0;0;100;0;500;0;0;0;Non;Non;Non;;0;0;35072;O12;1;SEV;1;SEV;34485;3;Rustique;0;0;0;0;0;0;0;726234,8432;147781,1193;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;600;0;600;0;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;8 - Garigliano (30 m);0;Non;Parking Juin;3,900701;43,61918
Oui;Non;19940415;752;Non;Avenue Antonelli;5;14;Les Aiguerelles;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19940415;Avenue Antonelli;1000;0;650;0;0;3000;0;0;Non;Non;Oui;78 platanes, 200 leyland.;0;0;34516;N8;1;SEV;50;Sariviere;34516;2;Normal;0;0;78;200;0;0;0;725846,905;145646,2504;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;4650;0;4650;278;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - MoularÞs (108 m);8 - CollÞge des Aiguerelles (263 m);0;Non;Av Antonelli;3,895403;43,599826
Oui;Non;19940615;753;Non;ZAC Blaize-Pascal ouest;4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19940615;Rue Denis Papin - ZAC Blaize-Pascal ouest;0;0;1300;0;0;0;0;650;Non;Non;Oui;88 Muriers blancs, 85 Pins parasols.;0;0;34516;P10;1;SEV;47;UPEE7;34516;2;Normal;0;0;88;85;0;0;0;726783,4852;146953,6369;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1300;0;1300;173;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39834;;12 - Franþois Couperin (122 m);0;Non;Blaize-Pascal ouest;3,907302;43,611639
Oui;Non;19940713;755;Non;Ilot rue Esculape;10;5;Alco;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19940713;Rue Esculape et Rue CircÚ;0;0;124;0;0;0;0;50;Non;Non;Non;3 cyprÞs, 3 pins d'alep;0;0;34535;H12;1;SEV;47;UPEE7;34535;3;Rustique;0;0;0;6;0;0;200;722395,4005;147975,5613;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;324;0;324;6;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;7 - La source (120 m);0;Non;Rue Esculape;3,853183;43,621577
Non;Non;19940515;757;Non;Ilots avenue de Grammont;4;27;MillÚnaire;Port Marianne;J;Grammont Entretien;Ab.voi;Abords de voirie;19940515;Avenue de Grammont;2800;0;0;0;0;0;0;0;Non;Non;Non;;0;0;34562;S9;1;SEV;1;SEV;34562;2;Normal;0;0;0;0;0;14;0;728611,9764;146656,5083;0;300;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;3100;0;3100;14;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;12 - Mas Julien (376 m);0;Non;Av de Grammont;3,929879;43,608649
Oui;Non;;765;Non;Carrefour de la Lyre;2;16;Plan des 4 Seigneurs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19950101;route de Ganges;5000;0;0;0;0;0;0;0;Non;Non;Non;;0;0;35072;G16;1;SEV;25;Clanet;34708;3;Rustique;0;0;0;0;53000;0;0;721853,8005;150200,9246;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;58000;0;58000;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39094;;16 - Route de Ganges (264 m);0;Non;Carrefour de la Lyre;3,846979;43,641694
Non;Non;19950127;768;Non;Espace vert de l'impasse Cramaussel;7;20;Les Arceaux;Centre;B;Peyrou;Ab.voi;Abords de voirie;19950127;Impasse Cramaussel;0;0;0;0;0;0;0;31;Non;Non;Non;31 cyprÞs de Leyland;0;0;35072;i9;1;SEV;1;SEV;34729;3;Rustique;0;0;0;31;70;0;0;723033,0654;146576,7345;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;70;0;70;31;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;15 - Delmas (222 m);0;Non;Imp Cramaussel;3,860762;43,608882
Non;Non;19950210;770;Non;Ilot Jussieu Val de Montferrand;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19950210;Angle rue Val de Montferrand/rue Jussieu;0;0;0;0;0;0;0;0;Non;Non;Non;pins pignon;0;0;34743;K15;1;SEV;1;SEV;34743;2;Normal;0;0;0;7;0;0;114;724022,5128;149665,2104;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;114;0;114;7;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39268;;9 - RenÚ Bougnol (133 m);0;Non;Jussieu Val Montferr;3,873731;43,636512
Non;Non;19950210;771;Non;Ilot Jussieu Aiguelongue;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19950210;Angle rue Jussieu/rue de l'Aiguelongue;0;0;100;0;0;0;0;0;Non;Non;Non;;0;0;34743;L15;1;SEV;1;SEV;34743;2;Normal;0;0;0;0;0;0;0;724806,1669;149891,7092;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;100;0;100;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;9 - A. L. Jussieu (143 m);0;Non;Jussieu Aiguelongue;3,883494;43,638417
Non;Non;19950415;779;Non;Ilots rue Pierre Boissier;8;7;La Chamberte;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19950415;7 - 10 rue  Pierre Boissier;0;0;150;0;0;0;0;0;Non;Non;Non;Pyracanthas, cotoneasters.;0;0;34869;F9;1;SEV;1;SEV;34869;3;Rustique;0;0;0;0;0;0;0;721618,0526;146335,3111;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;150;0;150;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;7 - MÚrairie de l'oiseau (241 m);0;Non;Rue Boissier;3,843181;43,606943
Non;Non;19950415;780;Non;Ilot rue de Nogaret;7;20;Les Arceaux;Centre;B;Peyrou;Ab.voi;Abords de voirie;19950415;10, rue de Nogaret;0;0;65;0;0;0;0;0;Non;Non;Non;Lauriers roses;0;0;34869;i9;1;SEV;1;SEV;34869;3;Rustique;0;0;0;0;0;0;0;723188,4088;146666,5983;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;65;0;65;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;15 - Delmas (44 m);0;Non;Rue de Nogaret;3,862707;43,609665
Non;Non;19960615;784;Non;Abords piscine olympique d'Antigone;3;25;Antigone;Centre;C;Antigone;Ab.voi;Abords de voirie;19960615;Avenue Jacques Cartier/ rue de l'Acropole;0;0;0;0;0;0;34;0;Non;Non;Oui;34 butia yatay, 150 rosiers Bialis rouges.;0;0;35347;N9;1;SEV;1;SEV;35069;1;Prestige;0;40;0;0;0;34;0;725592,6588;146501,4802;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;74;0;74;34;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39785;1 et 2 - Place de l'Europe (136 m);12 - H¶tel de l'Agglo (202 m);0;Non;AllÚe de DÚlos Abord;3,892447;43,607774
Oui;Non;19950615;785;Non;Ilot lotissement 'Les Montels';6;11;Croix d'Argent;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19950615;Rues Franþoise Dolto, J. Anquetil, Antonio.;0;0;40;0;0;0;0;0;Non;Non;Non;13 micocouliers;0;0;35256;j5;1;SEV;50;Sariviere;35069;2;Normal;0;0;13;0;0;0;0;723547,2333;144212,5291;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;40;0;40;13;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Villeneuve d'AngoulÛme (133 m);5 - Trifontaine (179 m);0;Non;Lot 'Les Montels';3,866586;43,587519
Non;Non;19951015;786;Non;Carrefour Prof Armand Imbert;2;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19951015;rue de vert-bois, rte de Mende;0;0;0;0;0;0;0;0;Non;Non;Oui;3 pins pignons;0;0;35069;J15;1;SEV;1;SEV;35069;2;Normal;0;0;0;3;0;0;0;723584,1247;149551,0677;0;100;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;100;0;100;3;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39759;;La Navette - Vert Bois (57 m);0;Non;Carr A Imbert;3,868272;43,635558
Non;Non;;791;Oui;Rond-point du Rieucoulon;0;8;Pas du Loup;Croix d'Argent;0;Pas de secteur;Ab.voi;Abords de voirie;19960615;Avenue de Toulouse;0;0;0;0;0;0;0;0;Non;Non;Non;;0;0;35072;G4;0;Sans;0;Sans;35072;0;IndÚfini;0;0;0;0;0;0;0;722052,3416;143811,4529;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;0;0;0;0;0;0;0;0;0;Sans;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39457;;;0;Non;Rond-point du Rieuco;3,847987;43,584158
Non;Non;19950615;799;Non;Boulevard d'Orient;4;14;Les Aiguerelles;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19950615;Boulevard d'Orient;250;20;270;0;0;0;0;0;Non;Non;Non;"2 oliviers, 25 platanes, 3 cyprÞs, 2 trachycarpus fortune´,  1 chamaerops humilis.18 platanes ;164 lauriers roses";0;0;35089;M8;1;SEV;1;SEV;35089;2;Normal;0;0;45;3;0;3;0;725311,401;146013,4832;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;540;0;540;51;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39461;2 - Voltaire (92 m);12 - Quai Laffite (50 m);0;Non;Bd d'Orient;3,888849;43,603429
Non;Non;19950315;801;Non;Ilot rue des Gabares;4;31;Port Marianne;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19950315;Rue des Gabares;0;0;334;0;0;0;0;0;Non;Non;Oui;26 platanes, 3 peupliers;0;0;35089;N9;1;SEV;1;SEV;35089;3;Rustique;0;0;29;0;0;0;0;725932,0391;146276,3478;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;334;0;334;29;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Rives du Lez (227 m);12 - Pont JuvÚnal (118 m);0;Non;Rue des Gabares;3,896597;43,605689
Oui;Non;19960315;803;Non;Abords du Parnasse;4;31;Port Marianne;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19960115;Avenue de la Pompignane;1080;0;0;0;0;0;0;0;Non;Non;Oui;2 platanes, 11 pins pignons, 4 cyprÞs vert, 6 pins d'Alep, 30 rosiers;0;0;35347;N9;1;SEV;47;UPEE7;35090;1;Prestige;0;20;2;21;0;0;0;726087,2774;146361,3768;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1100;0;1100;23;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 et 2 - Place de l'Europe (386 m);12 - Pont JuvÚnal (60 m);0;Non;Parnasse;3,898539;43,606429
Oui;Non;19950315;805;Non;La Noria (ZAC la Fontaine);10;3;Celleneuve;La Mosson;G;Mosson;Ab.voi;Abords de voirie;19950315;AllÚe Germain boffrand;0;0;350;0;0;0;0;0;Non;Non;Non;15 tulipiers de Virginie, 3 mÚlias.;0;0;35090;D10;1;SEV;50;Sariviere;35090;2;Normal;0;0;18;0;0;0;0;720355,6506;146976,7597;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;350;0;350;18;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;7 - Croix des rosiers (239 m);0;Non;La Noria;3,82769;43,612923
Non;Non;19961113;817;Non;Lotissement 'Les Gours';8;7;La Chamberte;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19961113;Rue Fabre d'Eglantine;0;0;0;0;0;0;0;0;Non;Non;Non;CyprÞs pyramidal;0;0;;F8;1;SEV;1;SEV;35382;3;Rustique;0;0;14;13;460;0;0;721683,0068;145667,3763;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;460;0;460;27;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;11 - Pas du Loup (171 m);0;Non;Les Gours;3,843835;43,600921
Oui;Non;19961216;819;Non;Ilot rue Puccini;8;9;Estanove;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19961216;166, rue Giacomo Puccini;0;0;4;0;0;0;0;20;Non;Non;Non;;0;0;;H7;1;SEV;50;Sariviere;35446;2;Normal;0;3;0;0;0;0;0;722411,2712;145146,6919;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;7;0;7;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;6 - Font-Couverte (417 m);0;Non;Rue Puccini;3,852735;43,596115
Non;Non;19961001;820;Non;AllÚe du ComtÚ de Foix;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;;32, allÚe du ComtÚ de Foix;0;0;50;0;0;0;4;0;Non;Non;Oui;1 pin d'Alep;0;0;;A15;1;SEV;1;SEV;35466;3;Rustique;0;0;0;1;0;0;0;719103,0232;149462,9907;0;5;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;59;0;59;1;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;15 - Mas de Bellevue (260 m);0;Non;All ComtÚ de Foix;3,812726;43,635501
